trace,scheduler,rep,query,transactions,seconds,tps,avg_micros,read_ops_per_tx,write_ops_per_tx,errors,wall_seconds
new_order,default,1,new_order,1000000,2.73027,366264.0,2.73027,13.0,12.0,0,2.9575045108795166
new_order,scx_prev,1,new_order,1000000,3.00911,332325.0,3.00911,13.0,12.0,0,3.252196788787842
new_order,scx_p2dq,1,new_order,1000000,2.93576,340627.0,2.93576,13.0,12.0,0,3.356684446334839
new_order,scx_rusty,1,new_order,1000000,2.91515,343035.0,2.91515,13.0,12.0,0,3.2112295627593994
payment,default,1,payment,1000000,1.00966,990433.0,1.00966,3.0,3.0,0,1.134967565536499
payment,scx_prev,1,payment,1000000,1.1174,894938.0,1.1174,3.0,3.0,0,1.2744097709655762
payment,scx_p2dq,1,payment,1000000,1.0673,936943.0,1.0673,3.0,3.0,0,1.3099861145019531
payment,scx_rusty,1,payment,1000000,1.07514,930115.0,1.07514,3.0,3.0,0,1.3181915283203125
order_status,default,1,order_status,1000000,0.158192,6321420.0,0.158192,7.0,0.0,0,0.21361851692199707
order_status,scx_prev,1,order_status,1000000,0.142658,7009760.0,0.142658,7.0,0.0,0,0.25791382789611816
order_status,scx_p2dq,1,order_status,1000000,0.184434,5422010.0,0.184434,7.0,0.0,0,0.2998955249786377
order_status,scx_rusty,1,order_status,1000000,0.229697,4353570.0,0.229697,7.0,0.0,0,0.39914655685424805
delivery,default,1,delivery,1000000,1.17837,848631.0,1.17837,3.0,3.0,0,1.479846715927124
delivery,scx_prev,1,delivery,1000000,1.30423,766738.0,1.30423,3.0,3.0,0,1.6566162109375
delivery,scx_p2dq,1,delivery,1000000,1.25668,795745.0,1.25668,3.0,3.0,0,2.3325679302215576
delivery,scx_rusty,1,delivery,1000000,1.24592,802621.0,1.24592,3.0,3.0,0,1.7180860042572021
stock_level,default,1,stock_level,1000000,0.663492,1507180.0,0.663492,33.0,0.0,0,0.7102603912353516
stock_level,scx_prev,1,stock_level,1000000,0.963976,1037370.0,0.963976,33.0,0.0,0,1.0775036811828613
stock_level,scx_p2dq,1,stock_level,1000000,0.682962,1464210.0,0.682962,33.0,0.0,0,1.3459725379943848
stock_level,scx_rusty,1,stock_level,1000000,0.690302,1448640.0,0.690302,33.0,0.0,0,0.9011025428771973
new_order,default,2,new_order,1000000,2.76572,361570.0,2.76572,13.0,12.0,0,2.9253556728363037
new_order,scx_prev,2,new_order,1000000,2.94224,339878.0,2.94224,13.0,12.0,0,3.1967530250549316
new_order,scx_p2dq,2,new_order,1000000,2.88602,346498.0,2.88602,13.0,12.0,0,3.33210825920105
new_order,scx_rusty,2,new_order,1000000,2.90797,343882.0,2.90797,13.0,12.0,0,3.2075939178466797
payment,default,2,payment,1000000,1.00907,991008.0,1.00907,3.0,3.0,0,1.1440672874450684
payment,scx_prev,2,payment,1000000,1.09989,909181.0,1.09989,3.0,3.0,0,1.2674262523651123
payment,scx_p2dq,2,payment,1000000,1.05397,948791.0,1.05397,3.0,3.0,0,1.3038380146026611
payment,scx_rusty,2,payment,1000000,1.06654,937614.0,1.06654,3.0,3.0,0,1.3099920749664307
order_status,default,2,order_status,1000000,0.141785,7052920.0,0.141785,7.0,0.0,0,0.19574379920959473
order_status,scx_prev,2,order_status,1000000,0.146433,6829080.0,0.146433,7.0,0.0,0,0.26630449295043945
order_status,scx_p2dq,2,order_status,1000000,0.278043,3596570.0,0.278043,7.0,0.0,0,1.3052518367767334
order_status,scx_rusty,2,order_status,1000000,0.135394,7385850.0,0.135394,7.0,0.0,0,0.3000757694244385
delivery,default,2,delivery,1000000,1.18106,846697.0,1.18106,3.0,3.0,0,1.4750444889068604
delivery,scx_prev,2,delivery,1000000,1.31322,761489.0,1.31322,3.0,3.0,0,1.6543724536895752
delivery,scx_p2dq,2,delivery,1000000,1.28264,779641.0,1.28264,3.0,3.0,0,2.308948040008545
delivery,scx_rusty,2,delivery,1000000,1.2783,782290.0,1.2783,3.0,3.0,0,1.6976280212402344
stock_level,default,2,stock_level,1000000,0.663106,1508050.0,0.663106,33.0,0.0,0,0.7116777896881104
stock_level,scx_prev,2,stock_level,1000000,0.666009,1501480.0,0.666009,33.0,0.0,0,0.7438826560974121
stock_level,scx_p2dq,2,stock_level,1000000,0.738292,1354480.0,0.738292,33.0,0.0,0,1.3036472797393799
stock_level,scx_rusty,2,stock_level,1000000,1.00464,995379.0,1.00464,33.0,0.0,0,1.165343999862671
new_order,default,3,new_order,1000000,2.78714,358790.0,2.78714,13.0,12.0,0,2.9881248474121094
new_order,scx_prev,3,new_order,1000000,2.93719,340461.0,2.93719,13.0,12.0,0,3.166862726211548
new_order,scx_p2dq,3,new_order,1000000,2.87639,347658.0,2.87639,13.0,12.0,0,3.3889193534851074
new_order,scx_rusty,3,new_order,1000000,3.06605,326152.0,3.06605,13.0,12.0,0,3.4345672130584717
payment,default,3,payment,1000000,1.0246,975991.0,1.0246,3.0,3.0,0,1.146589756011963
payment,scx_prev,3,payment,1000000,1.08887,918386.0,1.08887,3.0,3.0,0,1.2489595413208008
payment,scx_p2dq,3,payment,1000000,1.09157,916110.0,1.09157,3.0,3.0,0,1.2819788455963135
payment,scx_rusty,3,payment,1000000,1.07724,928299.0,1.07724,3.0,3.0,0,1.2718467712402344
order_status,default,3,order_status,1000000,0.147817,6765110.0,0.147817,7.0,0.0,0,0.20427465438842773
order_status,scx_prev,3,order_status,1000000,0.263699,3792200.0,0.263699,7.0,0.0,0,0.3459157943725586
order_status,scx_p2dq,3,order_status,1000000,0.251294,3979400.0,0.251294,7.0,0.0,0,1.3212134838104248
order_status,scx_rusty,3,order_status,1000000,0.229226,4362510.0,0.229226,7.0,0.0,0,0.3996894359588623
delivery,default,3,delivery,1000000,1.16657,857216.0,1.16657,3.0,3.0,0,1.4653403759002686
delivery,scx_prev,3,delivery,1000000,1.31521,760333.0,1.31521,3.0,3.0,0,1.6382977962493896
delivery,scx_p2dq,3,delivery,1000000,1.27928,781690.0,1.27928,3.0,3.0,0,2.3089208602905273
delivery,scx_rusty,3,delivery,1000000,1.24638,802326.0,1.24638,3.0,3.0,0,1.6046786308288574
stock_level,default,3,stock_level,1000000,0.710821,1406820.0,0.710821,33.0,0.0,0,0.7596299648284912
stock_level,scx_prev,3,stock_level,1000000,0.665502,1502620.0,0.665502,33.0,0.0,0,0.8259832859039307
stock_level,scx_p2dq,3,stock_level,1000000,0.830567,1204000.0,0.830567,33.0,0.0,0,1.343045711517334
stock_level,scx_rusty,3,stock_level,1000000,0.834108,1198890.0,0.834108,33.0,0.0,0,0.9967105388641357
